major,Semester,Year,degree,university,top,G-V,G-Q,G-A,gpa-norm,toefl,acceptance
Econ,Fall,2015,MS,Carnegie Mellon University,,0.7875,0.7875,3,0.85,101,Rej
Other,Fall,2015,MS,Carnegie Mellon University,,,,,,,Rej
MIS/DataScience,Fall,2015,MS,Carnegie Mellon University,30/211,,,,0.85,97,AD
MIS/DataScience,Fall,2015,MS,Carnegie Mellon University,,,,,0.85,,Rej
MIS/DataScience,Fall,2015,MS,Carnegie Mellon University,,,,,0.525,,Rej
MIS/DataScience,Fall,2015,MS,Carnegie Mellon University,30/211,0.7625,0.7625,3,,100,AD
CS,Fall,2015,MS,Carnegie Mellon University,15/211,0.75,0.75,4,0.95,104,AD
CS,Fall,2015,MS,Carnegie Mellon University,15/211,0.725,0.95,3,0.9,110,AD
Econ,Fall,2015,MS,Carnegie Mellon University,30/211,0.75,0.75,1,0.825,98,Rej
CS,Fall,2015,MS,Carnegie Mellon University,,,,,,,Rej
CS,Fall,2015,MS,Carnegie Mellon University,,,,,,,Rej
CS,Fall,2015,MS,Carnegie Mellon University,,,,,0.75,,AD
MIS/DataScience,Fall,2015,MS,Carnegie Mellon University,,,,,0.9,,Rej
CS,Fall,2015,MS,Carnegie Mellon University,,,,,0.85,,AD
CS,Fall,2015,MS,Carnegie Mellon University,15/211,0.8,0.8,3.5,0.975,105,AD
MIS/DataScience,Fall,2015,MS,Carnegie Mellon University,15/211,0.8,0.5,0,0.9,101,AD
CS,Fall,2015,MS,Carnegie Mellon University,,,,,,,Rej
CS,Fall,2015,MS,Carnegie Mellon University,30/211,,,,,,Rej
CS,Fall,2015,MS,Carnegie Mellon University,30/211,,,,,,AD
EE,Fall,2015,MS,Carnegie Mellon University,15/211,,,,,,Rej
CS,Fall,2014,PhD,Carnegie Mellon University,15/211,0.875,0.625,4,0.94,110,AD
EE,Spring,2015,MS,Carnegie Mellon University,,,,,0.875,,Rej
CS,Spring,2015,MS,Carnegie Mellon University,,,,,,,Rej
CS,Spring,2015,MS,Carnegie Mellon University,,,,,,,AD
CS,Fall,2014,MS,Carnegie Mellon University,15/211,0.625,0.85,3,0.875,105,AD
Chem,Spring,2015,MS,Carnegie Mellon University,30/211,,,,,,AD
Civil,Spring,2015,MS,Carnegie Mellon University,,,,,,,AD
CS,Spring,2015,MS,Carnegie Mellon University,,,,,,,AD
EE,Spring,2015,MS,Carnegie Mellon University,,,,,,,AD
Mech,Spring,2015,MS,Carnegie Mellon University,,,,,,,AD
Envir,Spring,2015,MS,Carnegie Mellon University,,,,,0.8,,AD
EE,Spring,2015,MS,Carnegie Mellon University,,,,,,,Rej
Financial,Fall,2014,MS,Carnegie Mellon University,15/211,0.75,1,3,0.95,107,AD
MIS/DataScience,Fall,2014,MS,Carnegie Mellon University,15/211,0.625,0.625,0,0.9625,90,Rej
EE,Fall,2014,PhD,Carnegie Mellon University,,,,,,,Rej
MIS/DataScience,Fall,2014,MS,Carnegie Mellon University,15/211,0.325,0.2,0,0.85,103,AD
Stat/Biostat,Fall,2014,MS,Carnegie Mellon University,15/211,0.675,0.975,3,0.875,104,Rej
Bio,Fall,2014,MS,Carnegie Mellon University,30/211,,,,,,AD
EE,Fall,2014,,Carnegie Mellon University,,,,,,,
EE,Fall,2014,MS,Carnegie Mellon University,,,,,0.925,,Rej
CS,Fall,2014,MS,Carnegie Mellon University,,,,,0.6,,Rej
EE,Fall,2014,MS,Carnegie Mellon University,15/211,0.55,1,3,0.975,,AD
MIS/DataScience,Fall,2014,MS,Carnegie Mellon University,15/211,0.8125,0.8125,3,0.85,,AD
Stat/Biostat,Fall,2014,MS,Carnegie Mellon University,,,,,0.975,,AD
Stat/Biostat,Fall,2014,MS,Carnegie Mellon University,,,,,0.9,,Rej
Other,Fall,2014,MS,Carnegie Mellon University,,,,,,,AD
Stat/Biostat,Fall,2014,MS,Carnegie Mellon University,15/211,,,,0.825,,Rej
Stat/Biostat,Fall,2014,MS,Carnegie Mellon University,15/211,0.525,1,3,0.925,100,Rej
CS,Fall,2014,MS,Carnegie Mellon University,,,,,0.925,,Rej
CS,Fall,2014,MS,Carnegie Mellon University,,0.625,1,3,0.975,100,AD
CS,Fall,2014,MS,Carnegie Mellon University,,,,,0.733333333,,AD
Stat/Biostat,Fall,2014,MS,Carnegie Mellon University,,,,,,,AD
Financial,Fall,2014,MS,Carnegie Mellon University,,,,,,,AD
Mech,Fall,2014,MS,Carnegie Mellon University,30/211,0.75,0.875,3.5,,101,Rej
EE,Fall,2014,MS,Carnegie Mellon University,,,,,0.925,,Rej
CS,Fall,2014,MS,Carnegie Mellon University,,,,,,,AD
MIS/DataScience,Fall,2014,MS,Carnegie Mellon University,,,,,,,AD
CS,Fall,2014,MS,Carnegie Mellon University,,,,,,,AD
CS,Fall,2014,MS,Carnegie Mellon University,30/211,,,,0.975,101,AD
Mech,Fall,2014,MS,Carnegie Mellon University,30/211,0.7625,0.7625,3.5,,102,AD
CS,Fall,2014,MS,Carnegie Mellon University,15/211,,,,,97,AD
Mech,Fall,2014,MS,Carnegie Mellon University,,,,,0.8,,AD
EE,Fall,2014,MS,Carnegie Mellon University,,,,,,,AD
CS,Fall,2012,MS,Carnegie Mellon University,15/211,,,,,,AD
Mech,Fall,2014,MS,Carnegie Mellon University,,,,,0.95,,AD
EE,Fall,2014,MS,Carnegie Mellon University,15/211,,,,,,AD
Bio,Fall,2014,PhD,Carnegie Mellon University,,,,,,,AD
MIS/DataScience,Fall,2014,MS,Carnegie Mellon University,15/211,0.675,1,3.5,0.825,107,AD
Mech,Fall,2014,PhD,Carnegie Mellon University,,,,,,,Rej
Mech,Fall,2014,PhD,Carnegie Mellon University,15/211,,,,0.3,,Rej
Mech,Fall,2014,PhD,Carnegie Mellon University,,,,,,,Rej
EE,Fall,2014,MS,Carnegie Mellon University,,,,,,,AD
Mech,Fall,2014,PhD,Carnegie Mellon University,,0.625,0.9,3,,109,Rej
Other,Fall,2014,MS,Carnegie Mellon University,,,,,,,Rej
CS,Fall,2014,MS,Carnegie Mellon University,,,,,0.8,,AD
Civil,Fall,2014,MS,Carnegie Mellon University,30/211,0.65,1,3.5,,104,AD
CS,Fall,2014,MS,Carnegie Mellon University,,,,,,,AD
Financial,Fall,2014,MS,Carnegie Mellon University,,,,,,,AD
Financial,Fall,2014,MS,Carnegie Mellon University,,,,,,,AD
Financial,Fall,2014,MS,Carnegie Mellon University,,,,,1,,Rej
CS,Fall,2014,MS,Carnegie Mellon University,15/211,0.625,0.95,3,,105,AD
CS,Fall,2014,MS,Carnegie Mellon University,15/211,0.6,1,3,0.9,106,AD
Stat/Biostat,Fall,2016,MS,Carnegie Mellon University,,,,,,,AD
CS,Fall,2016,MS,Carnegie Mellon University,,,,,0.25,100,Rej
Stat/Biostat,Fall,2016,MS,Carnegie Mellon University,,,,,,,AD
EE,Fall,2016,MS,Carnegie Mellon University,15/211,,,,,,AD
CS,Fall,2016,MS,Carnegie Mellon University,,,,,,,AD
Mech,Fall,2016,MS,Carnegie Mellon University,,0.75,0.75,2,0.9,106,Rej
EE,Fall,2016,MS,Carnegie Mellon University,15/211,,,,,,AD
EE,Fall,2016,MS,Carnegie Mellon University,15/211,0.8,1,3,,115,AD
CS,Fall,2016,MS,Carnegie Mellon University,,0.675,0.825,3.5,0.916666667,109,Rej
Other,Fall,2016,MS,Carnegie Mellon University,15/211,0.575,1,3.5,,105,Rej
Mech,Fall,2016,PhD,Carnegie Mellon University,,,,,0.925,,Rej
EE,Fall,2016,MS,Carnegie Mellon University,,,,,,,AD
CS,Fall,2016,MS,Carnegie Mellon University,,0.875,0.875,3,,103,Rej
MIS/DataScience,Fall,2016,MS,Carnegie Mellon University,,,,,0.825,,Rej
CS,Fall,2016,MS,Carnegie Mellon University,30/211,0.75,0.75,6,,109,AD
EE,Fall,2016,MS,Carnegie Mellon University,,0.8125,0.8125,3,,102,AD
EE,Fall,2016,MS,Carnegie Mellon University,,,,,0.975,,AD
CS,Fall,2016,MS,Carnegie Mellon University,,,,,,,Rej
CS,Fall,2016,MS,Carnegie Mellon University,,,,,,,AD
CS,Fall,2016,MS,Carnegie Mellon University,,,,,,,Rej
EE,Fall,2016,MS,Carnegie Mellon University,,,,,,,AD
CS,Fall,2016,PhD,Carnegie Mellon University,,,,,0.9,,AD
CS,Fall,2016,MS,Carnegie Mellon University,,,,,0.9625,,Rej
EE,Fall,2016,MS,Carnegie Mellon University,,,,,0.975,,AD
CS,Fall,2016,MS,Carnegie Mellon University,,,,,,,AD
EE,Fall,2016,MS,Carnegie Mellon University,15/211,0.8375,0.8375,3,,105,AD
MIS/DataScience,Fall,2016,MS,Carnegie Mellon University,,0.325,0.2,0,,102,Rej
Civil,Fall,2016,PhD,Carnegie Mellon University,30/211,0.525,1,3,,,Rej
CS,Fall,2016,MS,Carnegie Mellon University,,,,,,,AD
MIS/DataScience,Fall,2016,MS,Carnegie Mellon University,,,,,0.75,,Rej
Civil,Fall,2016,,Carnegie Mellon University,15/211,0.525,1,3.5,,101,
MIS/DataScience,Fall,2016,MS,Carnegie Mellon University,30/211,0.65,1,3,0.95,106,AD
Material,Fall,2016,MS,Carnegie Mellon University,,,,,,,Rej
CS,Fall,2016,MS,Carnegie Mellon University,,0.6,0.925,3,,102,Rej
CS,Fall,2016,MS,Carnegie Mellon University,,,,,,,Rej
Civil,Fall,2016,MS,Carnegie Mellon University,,,,,0.15,,AD
ECE,Fall,2016,MS,Carnegie Mellon University,,0.625,1,3.5,0.925,111,AD
CS,Fall,2016,MS,Carnegie Mellon University,15/211,0.45,0.875,3,0.85,101,AD
MIS/DataScience,Fall,2016,MS,Carnegie Mellon University,,,,,0.9,,AD
Chem,Fall,2016,PhD,Carnegie Mellon University,,,,,,,Rej
Other,Fall,2016,MS,Carnegie Mellon University,,,,,,,AD
EE,Fall,2016,MS,Carnegie Mellon University,30/211,0.55,1,3.5,0.025,102,AD
MIS/DataScience,Fall,2016,MS,Carnegie Mellon University,,0.8375,0.8375,3.5,0.95,115,AD
EE,Fall,2016,MS,Carnegie Mellon University,,,,,,,Rej
MIS/DataScience,Fall,2016,MS,Carnegie Mellon University,,,,,,,AD
MIS/DataScience,Fall,2016,MS,Carnegie Mellon University,,,,,,,AD
CS,Fall,2016,MS,Carnegie Mellon University,,0.6,0.95,3,0.683333333,104,AD
CS,Fall,2016,MS,Carnegie Mellon University,,,,,,,AD
EE,Fall,2016,MS,Carnegie Mellon University,,,,,0.975,,AD
MIS/DataScience,Fall,2016,MS,Carnegie Mellon University,30/211,0.35,0.225,0,,100,AD
CS,Fall,2016,MS,Carnegie Mellon University,,,,,,,AD
MIS/DataScience,Fall,2016,MS,Carnegie Mellon University,,,,,,,AD
MIS/DataScience,Fall,2016,MS,Carnegie Mellon University,15/211,,,,,,Rej
MIS/DataScience,Fall,2016,MS,Carnegie Mellon University,,,,,,,AD
CS,Fall,2016,MS,Carnegie Mellon University,,,,,0.95,,AD
MIS/DataScience,Fall,2016,MS,Carnegie Mellon University,15/211,0.75,0.75,5,0.925,107,Rej
MIS/DataScience,Fall,2016,MS,Carnegie Mellon University,,0.625,0.925,3.5,,,Rej
MIS/DataScience,Fall,2016,MS,Carnegie Mellon University,,,,,0.95,,AD
MIS/DataScience,Fall,2016,MS,Carnegie Mellon University,,,,,0.8,,AD
CS,Fall,2016,MS,Carnegie Mellon University,,,,,,,AD
MIS/DataScience,Fall,2016,MS,Carnegie Mellon University,,,,,,,Rej
Other,Fall,2016,MS,Carnegie Mellon University,,,,,,,AD
Mech,Fall,2016,MS,Carnegie Mellon University,,,,,0.95,,AD
CS,Fall,2016,MS,Carnegie Mellon University,,,,,0.9,,AD
CS,Fall,2016,MS,Carnegie Mellon University,15/211,0.625,1,3,0.825,106,AD
MIS/DataScience,Fall,2016,MS,Carnegie Mellon University,,,,,0.85,,AD
MIS/DataScience,Fall,2016,MS,Carnegie Mellon University,,0.825,0.825,3,0.875,108,Rej
MIS/DataScience,Fall,2016,MS,Carnegie Mellon University,15/211,0.8,0.8,3.5,0.875,107,AD
MIS/DataScience,Fall,2016,MS,Carnegie Mellon University,,,,,0.925,,AD
MIS/DataScience,Fall,2016,MS,Carnegie Mellon University,15/211,,,,,,AD
Mech,Fall,2016,MS,Carnegie Mellon University,,,,,0.9375,,Rej
Econ,Fall,2016,MS,Carnegie Mellon University,,,,,0.925,,AD
Mech,Fall,2016,MS,Carnegie Mellon University,,0.75,0.75,3,0.925,96,Rej
CS,Fall,2016,MS,Carnegie Mellon University,30/211,0.825,0.825,3.5,0.925,107,AD
Bio,Fall,2016,MS,Carnegie Mellon University,,,,,,,AD
Mech,Fall,2016,MS,Carnegie Mellon University,,,,,0.95,,Rej
Mech,Fall,2016,MS,Carnegie Mellon University,,,,,0.883333333,,Rej
Mech,Fall,2016,MS,Carnegie Mellon University,,,,,0.975,,Rej
Mech,Fall,2016,MS,Carnegie Mellon University,15/211,,,,,106,Rej
Mech,Fall,2016,MS,Carnegie Mellon University,30/211,,,,0.7875,100,Rej
CS,Fall,2016,MS,Carnegie Mellon University,,,,,0.925,,Rej
CS,Fall,2016,MS,Carnegie Mellon University,,,,,,,Rej
CS,Fall,2016,MS,Carnegie Mellon University,,,,,,,AD
MIS/DataScience,Fall,2016,MS,Carnegie Mellon University,,0.7,0.7,3,0.9,99,AD
Civil,Fall,2016,MS,Carnegie Mellon University,,,,,0.7,,Rej
CS,Fall,2016,MS,Carnegie Mellon University,15/211,0.8,0.8,3.5,,110,AD
Other,Fall,2016,MS,Carnegie Mellon University,,,,,,,AD
CS,Fall,2016,MS,Carnegie Mellon University,30/211,0.8,0.8,3,0.83,105,Rej
CS,Fall,2016,MS,Carnegie Mellon University,15/211,0.75,0.95,3,0.95,102,Rej
CS,Fall,2016,MS,Carnegie Mellon University,,0.625,1,3.5,0.925,111,Rej
CS,Fall,2016,MS,Carnegie Mellon University,,,,,0.95,,AD
CS,Fall,2016,MS,Carnegie Mellon University,,,,,,,AD
Mech,Fall,2016,MS,Carnegie Mellon University,15/211,0.9125,0.9125,3.5,0.05,106,AD
CS,Fall,2016,PhD,Carnegie Mellon University,,,,,,,AD
CS,Fall,2016,MS,Carnegie Mellon University,30/211,0.75,0.75,3,,111,Rej
MIS/DataScience,Fall,2016,MS,Carnegie Mellon University,,,,,,,AD
MIS/DataScience,Fall,2016,MS,Carnegie Mellon University,,0.875,0.875,0,0.9,100,Rej
Other,Fall,2016,MS,Carnegie Mellon University,30/211,0.6,1,3,0.875,,AD
CS,Fall,2016,MS,Carnegie Mellon University,30/211,0.775,1,3.5,0.95,104,AD
CS,Fall,2016,MS,Carnegie Mellon University,,,,,0.9,,AD
CS,Fall,2016,MS,Carnegie Mellon University,15/211,,,,0.25,100,AD
Other,Fall,2016,MS,Carnegie Mellon University,,,,,0.925,,AD
MIS/DataScience,Fall,2016,MS,Carnegie Mellon University,,0.8625,0.8625,3,0.9,108,Rej
Civil,Fall,2016,MS,Carnegie Mellon University,30/211,,,,,,Rej
CS,Fall,2016,MS,Carnegie Mellon University,,,,,0.85,,AD
CS,Fall,2016,MS,Carnegie Mellon University,,,,,,,AD
Mech,Fall,2016,PhD,Carnegie Mellon University,,,,,,,AD
CS,Fall,2016,PhD,Carnegie Mellon University,,,,,0.925,,AD
CS,Fall,2016,MS,Carnegie Mellon University,,,,,,,AD
CS,Fall,2016,MS,Carnegie Mellon University,15/211,0.85,0.85,4,0.325,106,AD
Other,Fall,2016,MS,Carnegie Mellon University,,,,,0.9,,AD
CS,Fall,2016,MS,Carnegie Mellon University,,,,,,,AD
CS,Fall,2016,PhD,Carnegie Mellon University,,,,,,,AD
Other,Fall,2016,MS,Carnegie Mellon University,15/211,,,,0.825,102,AD
CS,Fall,2016,MS,Carnegie Mellon University,15/211,0.85,0.85,4,0.325,106,AD
CS,Fall,2016,MS,Carnegie Mellon University,30/211,,,,,105,Rej
CS,Fall,2016,MS,Carnegie Mellon University,30/211,,,,,,Rej
CS,Fall,2016,MS,Carnegie Mellon University,,,,,0.9,,AD
Material,Fall,2016,MS,Carnegie Mellon University,30/211,0.7,1,3.5,,106,AD
CS,Fall,2016,MS,Carnegie Mellon University,,,,,0.95,,Rej
CS,Fall,2016,MS,Carnegie Mellon University,,,,,0.9375,105,Rej
CS,Fall,2016,MS,Carnegie Mellon University,30/211,0.675,1,3.5,0.925,97,Rej
CS,Fall,2016,MS,Carnegie Mellon University,,,,,,,Rej
CS,Fall,2016,MS,Carnegie Mellon University,,,,,,,Rej
MIS/DataScience,Fall,2016,MS,Carnegie Mellon University,,,,,0.9875,,AD
CS,Fall,2016,MS,Carnegie Mellon University,30/211,0.525,1,3,0.95,,Rej
CS,Fall,2016,MS,Carnegie Mellon University,30/211,0.75,0.75,0,,102,Rej
CS,Fall,2012,MS,Carnegie Mellon University,,,,,0.9625,,Rej
CS,Fall,2016,MS,Carnegie Mellon University,,0.75,0.75,3,0.81,106,Rej
CS,Fall,2016,MS,Carnegie Mellon University,,,,,,,Rej
CS,Fall,2016,MS,Carnegie Mellon University,,0.8125,0.8125,3,,101,Rej
CS,Fall,2016,MS,Carnegie Mellon University,,,,,0.95,,Rej
CS,Fall,2016,MS,Carnegie Mellon University,,0.75,0.75,3.5,0.65,96,Rej
EE,Fall,2016,MS,Carnegie Mellon University,,,,,,,Rej
CS,Fall,2016,MS,Carnegie Mellon University,,,,,,,Rej
CS,Fall,2016,MS,Carnegie Mellon University,,,,,0.875,,Rej
CS,Fall,2016,MS,Carnegie Mellon University,15/211,0.325,1,3.5,,,Rej
CS,Fall,2016,MS,Carnegie Mellon University,,,,,0.95,,Rej
CS,Fall,2016,MS,Carnegie Mellon University,,,,,,,AD
CS,Fall,2016,MS,Carnegie Mellon University,,,,,,,AD
CS,Fall,2016,MS,Carnegie Mellon University,,0.6,0.925,3,,102,Rej
CS,Fall,2016,MS,Carnegie Mellon University,,,,,,,AD
CS,Fall,2016,MS,Carnegie Mellon University,15/211,0.75,0.75,6,,102,AD
CS,Fall,2016,MS,Carnegie Mellon University,,,,,0.716666667,,Rej
CS,Fall,2016,MS,Carnegie Mellon University,,,,,0.9,,AD
CS,Fall,2013,MS,Carnegie Mellon University,15/211,0.35,0.975,3,,90,AD
CS,Fall,2014,MS,Carnegie Mellon University,,,,,0.975,,Rej
Mech,Fall,2015,MS,Carnegie Mellon University,,,,,,,AD
Envir,Fall,2015,MS,Carnegie Mellon University,,,,,,,AD
EE,Fall,2014,MS,Carnegie Mellon University,,,,,0.9,,Rej
Mech,Fall,2015,,Carnegie Mellon University,30/211,0.575,0.975,3,,97,
Mech,Fall,2012,MS,Carnegie Mellon University,30/211,0.85,0.55,3,0.875,96,Rej
Material,Fall,2014,MS,Carnegie Mellon University,30/211,0.65,1,3.5,0.95,110,AD
CS,Fall,2016,MS,Carnegie Mellon University,,,,,,,AD
Stat/Biostat,Fall,2014,MS,Carnegie Mellon University,,,,,0.925,,Rej
CS,Fall,2015,MS,Carnegie Mellon University,,,,,0.9,,Rej
CS,Spring,2013,MS,Carnegie Mellon University,,,,,,,AD
Financial,Fall,2015,MS,Carnegie Mellon University,30/211,,,,,,AD
CS,Fall,2015,MS,Carnegie Mellon University,15/211,0.75,0.75,2,,105,Rej
CS,Fall,2014,MS,Carnegie Mellon University,15/211,,,,,,AD
CS,Fall,2016,MS,Carnegie Mellon University,30/211,,,,,,Rej
CS,Fall,2015,MS,Carnegie Mellon University,15/211,0.8625,0.8625,3,0.95,108,AD
CS,Fall,2014,MS,Carnegie Mellon University,,0.625,0.625,6,0.925,104,AD
Stat/Biostat,Fall,2015,MS,Carnegie Mellon University,,,,,0.875,,AD
CS,Fall,2016,MS,Carnegie Mellon University,,,,,0.85,,Rej
CS,Fall,2014,MS,Carnegie Mellon University,,,,,0.975,,Rej
CS,Fall,2012,MS,Carnegie Mellon University,,,,,,,AD
CS,Fall,2016,MS,Carnegie Mellon University,30/211,,,,,,Rej
CS,Fall,2012,MS,Carnegie Mellon University,,,,,0.89,,Rej
CS,Fall,2014,MS,Carnegie Mellon University,,,,,0.9,,AD
CS,Fall,2012,,Carnegie Mellon University,,,,,,,
CS,Fall,2012,,Carnegie Mellon University,,,,,,,
MIS/DataScience,Fall,2014,MS,Carnegie Mellon University,,,,,,,AD
EE,Spring,2016,MS,Carnegie Mellon University,30/211,,,,0.925,103,AD
EE,Fall,2013,MS,Carnegie Mellon University,,,,,0.883333333,,AD
CS,Fall,2015,,Carnegie Mellon University,,,,,,,
CS,Fall,2016,MS,Carnegie Mellon University,,,,,0.9,,AD
EE,Spring,2016,MS,Carnegie Mellon University,15/211,,,,,,AD
CS,Fall,2016,MS,Carnegie Mellon University,,,,,0.925,,AD
CS,Fall,2016,MS,Carnegie Mellon University,,,,,,,AD
EE,Fall,2013,MS,Carnegie Mellon University,,0.65,0.975,3.5,0.88,112,AD
CS,Fall,2016,MS,Carnegie Mellon University,,,,,0.925,,Rej
CS,Fall,2013,MS,Carnegie Mellon University,,,,,,,AD
CS,Fall,2016,MS,Carnegie Mellon University,15/211,0.575,1,4,0.8875,103,Rej
MIS/DataScience,Fall,2014,MS,Carnegie Mellon University,,0.325,0.2,4,0.85,99,Rej
MIS/DataScience,Fall,2014,MS,Carnegie Mellon University,,,,,,,AD
CS,Fall,2016,MS,Carnegie Mellon University,,,,,,,Rej
MIS/DataScience,Fall,2016,MS,Carnegie Mellon University,,,,,0.85,,AD
CS,Fall,2012,MS,Carnegie Mellon University,,,,,0.95,,AD
CS,Fall,2015,MS,Carnegie Mellon University,,,,,,,AD
EE,Fall,2014,MS,Carnegie Mellon University,15/211,0.75,0.75,4,,103,AD
CS,Fall,2013,MS,Carnegie Mellon University,,0.6,0.9,3,,103,Rej
CS,Fall,2013,MS,Carnegie Mellon University,15/211,0.65,0.975,3.5,0.88,112,AD
CS,Fall,2013,MS,Carnegie Mellon University,,0.575,0.9,3,0.925,102,AD
CS,Fall,2012,MS,Carnegie Mellon University,30/211,0.95,0.675,3,,101,Rej
CS,Fall,2012,MS,Carnegie Mellon University,,,,,,,Rej
CS,Fall,2012,MS,Carnegie Mellon University,30/211,0.7,0.9,3.5,,96,Rej
CS,Fall,2015,MS,Carnegie Mellon University,,,,,,,AD
CS,Fall,2012,MS,Carnegie Mellon University,15/211,0.75,0.9,3,,,Rej
CS,Fall,2012,MS,Carnegie Mellon University,15/211,0.75,0.9,3,,,Rej
CS,Fall,2015,MS,Carnegie Mellon University,,,,,,,AD
Other,Fall,2015,MS,Carnegie Mellon University,,,,,0.2,,AD
CS,Fall,2015,MS,Carnegie Mellon University,,,,,,,Rej
MIS/DataScience,Fall,2016,MS,Carnegie Mellon University,,,,,,,AD
CS,Fall,2014,MS,Carnegie Mellon University,,,,,0.9,,AD
CS,Fall,2014,MS,Carnegie Mellon University,15/211,0.625,0.95,3,,105,AD
CS,Fall,2016,MS,Carnegie Mellon University,,,,,0.825,,Rej
MIS/DataScience,Fall,2015,MS,Carnegie Mellon University,,,,,0.9,,Rej
,Spring,2012,,Carnegie Mellon University,,,,,0.875,,Rej
MIS/DataScience,Fall,2014,MS,Carnegie Mellon University,,,,,0.7,,Rej
CS,Fall,2012,MS,Carnegie Mellon University,15/211,,,,,104,Rej
MIS/DataScience,Fall,2015,MS,Carnegie Mellon University,,,,,,,Rej
CS,Fall,2015,MS,Carnegie Mellon University,,,,,,,Rej
MIS/DataScience,Fall,2014,MS,Carnegie Mellon University,,,,,0.95,,AD
Material,Fall,2013,PhD,Carnegie Mellon University,,,,,0.825,,Rej
Material,Fall,2013,PhD,Carnegie Mellon University,,,,,0.825,,Rej
CS,Fall,2012,MS,Carnegie Mellon University,30/211,0.7,0.9,3.5,,96,AD
CS,Fall,2016,MS,Carnegie Mellon University,,,,,0.975,,AD
CS,Fall,2015,MS,Carnegie Mellon University,,,,,,,AD
EE,Fall,2016,MS,Carnegie Mellon University,,0.775,0.775,3.5,0.1,100,AD
CS,Fall,2012,MS,Carnegie Mellon University,,,,,,,AD
CS,Fall,2015,MS,Carnegie Mellon University,,,,,,,AD
CS,Fall,2014,MS,Carnegie Mellon University,,,,,,,AD
EE,Fall,2016,MS,Carnegie Mellon University,30/211,,,,,97,AD
Mech,Fall,2016,PhD,Carnegie Mellon University,15/211,,,,,,Rej
CS,Fall,2012,MS,Carnegie Mellon University,30/211,0.75,0.45,0,,105,Rej
CS,Fall,2014,MS,Carnegie Mellon University,15/211,0.6,1,3,0.9,106,AD
CS,Fall,2016,MS,Carnegie Mellon University,,,,,0.975,,AD
IEOR,Fall,2014,PhD,Carnegie Mellon University,,,,,,,Rej
CS,Fall,2015,MS,Carnegie Mellon University,30/211,0.8,1,4,0.95,102,Rej
EE,Fall,2013,MS,Carnegie Mellon University,15/211,,,,,,Rej
EE,Fall,2016,MS,Carnegie Mellon University,,,,,0.95,,Rej
Other,Fall,2013,MS,Carnegie Mellon University,,,,,0.925,,AD
CS,Spring,2016,MS,Carnegie Mellon University,,,,,,,AD
CS,Fall,2014,MS,Carnegie Mellon University,,,,,0.9,,AD
Mech,Fall,2012,MS,Carnegie Mellon University,15/211,,,,0.775,,Rej
Civil,Fall,2015,MS,Carnegie Mellon University,,,,,,,AD
CS,Fall,2013,MS,Carnegie Mellon University,15/211,0.875,0.875,3.5,0.875,112,AD
EE,Fall,2013,MS,Carnegie Mellon University,15/211,,,,0.816666667,,Rej
CS,Fall,2016,MS,Carnegie Mellon University,15/211,0.55,0.95,3,0.925,109,Rej
CS,Fall,2014,MS,Carnegie Mellon University,15/211,0.75,0.75,4,,96,AD
CS,Fall,2015,MS,Carnegie Mellon University,,,,,0.975,,Rej
CS,Fall,2013,MS,Carnegie Mellon University,30/211,,,,0.9375,,AD
CS,Fall,2015,MS,Carnegie Mellon University,,,,,0.9,,Rej
CS,Fall,2015,MS,Carnegie Mellon University,30/211,,,,0.525,,Rej
CS,Fall,2016,MS,Carnegie Mellon University,,,,,0.825,,Rej
CS,Fall,2012,MS,Carnegie Mellon University,,0.95,0.675,3,,105,AD
CS,Fall,2016,PhD,Carnegie Mellon University,15/211,0.875,0.875,1,,112,AD
CS,Fall,2013,PhD,Carnegie Mellon University,,,,,0.725,,Rej
ECE,Fall,2016,MS,Carnegie Mellon University,,,,,0.91,,AD
CS,Fall,2016,MS,Carnegie Mellon University,,,,,0.975,,AD
CS,Fall,2015,PhD,Carnegie Mellon University,,,,,,,Rej
CS,Fall,2012,MS,Carnegie Mellon University,,,,,,,Rej
CS,Fall,2016,MS,Carnegie Mellon University,,,,,,,AD
CS,Fall,2013,MS,Carnegie Mellon University,,,,,0.9,,AD
CS,Fall,2015,MS,Carnegie Mellon University,,,,,,,AD
CS,Fall,2016,PhD,Carnegie Mellon University,,,,,,,AD
CS,Fall,2016,MS,Carnegie Mellon University,15/211,,,,,,Rej
Mech,Fall,2014,MS,Carnegie Mellon University,,,,,,,AD
CS,Fall,2012,PhD,Carnegie Mellon University,,,,,,,AD
Envir,Fall,2013,MS,Carnegie Mellon University,,,,,,,AD
Mech,Fall,2013,MS,Carnegie Mellon University,,0.45,0.875,3,0.825,95,Rej
CS,Fall,2016,PhD,Carnegie Mellon University,,,,,0.9,,Rej
CS,Fall,2012,MS,Carnegie Mellon University,,0.95,0.675,3,0.85,98,Rej
Civil,Fall,2014,MS,Carnegie Mellon University,,,,,,,Rej
CS,Fall,2012,MS,Carnegie Mellon University,,,,,,,AD
Envir,Fall,2015,MS,Carnegie Mellon University,,,,,,,AD
CS,Fall,2016,MS,Carnegie Mellon University,,,,,0.925,,Rej
CS,Fall,2012,PhD,Carnegie Mellon University,,,,,0.825,,Rej
Stat/Biostat,Fall,2015,PhD,Carnegie Mellon University,,,,,,,Rej
CS,Fall,2014,PhD,Carnegie Mellon University,,,,,,,AD
